Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
435;01/04/2014;08/04/2014;BR-2259;MFG24;30%;105
436;01/04/2014;09/04/2014;AA-2209;BPR34;20%;348
437;01/04/2014;09/04/2014;LF-2734;PHBTV15;15%;225
438;01/04/2014;09/04/2014;AR-2734;TBFR86;0%;346
439;01/04/2014;09/04/2014;LG-1172;PHBTV15;10%;84
440;01/04/2014;09/04/2014;AB-2664;MSL24;15%;372
441;01/04/2014;09/04/2014;MS-3247;MSL24;30%;443
442;01/04/2014;09/04/2014;AM-2515;BPR34;30%;394
443;01/04/2014;10/04/2014;AB-2639;TB10TS;30%;437
444;01/04/2014;10/04/2014;MT-2537;MFG24;20%;274
445;01/04/2014;10/04/2014;AA-2209;PHBTV10;20%;178
446;01/04/2014;10/04/2014;AB-2639;TBFR86;15%;381
447;01/04/2014;10/04/2014;ML-1518;TBFR86;10%;104
448;01/04/2014;11/04/2014;FA-3221;TBFR86;10%;482
449;01/04/2014;11/04/2014;AB-2639;PCA72;10%;57
450;01/04/2014;12/04/2014;AB-1440;MFG24;15%;213
451;01/04/2014;12/04/2014;AM-2515;MLELCD;0%;162
452;01/04/2014;12/04/2014;AM-2515;MLELCD;15%;80
453;01/04/2014;12/04/2014;SP-1703;PHBTV10;20%;136
454;01/04/2014;12/04/2014;CB-3114;PCA72;15%;403
455;01/04/2014;13/04/2014;AB-1440;LPT21;30%;172
456;01/04/2014;13/04/2014;AB-1440;TB10TS;0%;334
457;01/04/2014;13/04/2014;PS-3554;TBFR86;15%;341
458;01/04/2014;13/04/2014;AA-2209;LPT21;20%;436
459;01/04/2014;13/04/2014;FA-3221;BPR34;0%;147
460;01/04/2014;14/04/2014;AM-2515;PHBTV15;0%;220
461;01/04/2014;14/04/2014;FB-1107;TBFR86;15%;455
462;01/04/2014;15/04/2014;CB-3114;MFG24;30%;494
463;01/04/2014;15/04/2014;AM-2515;MSL24;20%;213
464;01/04/2014;16/04/2014;MT-2537;MFG24;30%;292
465;01/04/2014;17/04/2014;CB-3114;MLELCD;15%;326
466;01/04/2014;17/04/2014;BR-2259;LPT21;15%;371
467;01/04/2014;18/04/2014;MT-2537;LPT21;20%;236
468;01/04/2014;18/04/2014;SP-1703;TBFR86;0%;342
469;01/04/2014;18/04/2014;MT-2537;MLELCD;20%;311
470;01/04/2014;18/04/2014;ML-1518;TB10TS;10%;260
471;01/04/2014;19/04/2014;FA-3221;PHBTV15;30%;179
472;01/04/2014;19/04/2014;FV-3212;MFG24;15%;134
473;01/04/2014;19/04/2014;AM-2515;BPR34;0%;208
474;01/04/2014;20/04/2014;AB-1440;TB10TS;10%;186
475;01/04/2014;20/04/2014;SP-1703;ERKINDB;20%;231
476;01/04/2014;20/04/2014;CB-3114;MFG24;15%;251
477;01/04/2014;21/04/2014;MM-1065;MFG24;30%;435
478;01/04/2014;21/04/2014;AB-2664;TB10TS;20%;299
479;01/04/2014;21/04/2014;AB-2664;TB10TS;10%;280
480;01/04/2014;21/04/2014;FB-1107;PCA72;0%;323
481;01/04/2014;21/04/2014;SP-1703;NBI3;15%;64
482;01/04/2014;21/04/2014;AA-2209;TBFR86;30%;180
483;01/04/2014;22/04/2014;MG-2775;PHBTV10;0%;494
484;01/04/2014;23/04/2014;AA-2209;MLELCD;0%;326
485;01/04/2014;23/04/2014;AR-2734;TBFR86;20%;75
486;01/04/2014;23/04/2014;LG-1172;PCA72;0%;84
487;01/04/2014;23/04/2014;PS-3554;TBFR86;10%;124
488;01/04/2014;23/04/2014;AB-1440;TB10TS;15%;449
489;01/04/2014;24/04/2014;MT-2537;LPT21;20%;276
490;01/04/2014;24/04/2014;AR-3799;MFG24;30%;190
491;01/04/2014;24/04/2014;MM-1065;MSL24;15%;334
492;01/04/2014;24/04/2014;GP-1787;PHBTV10;30%;186
493;01/04/2014;24/04/2014;AB-1440;LPT21;30%;90
494;01/04/2014;24/04/2014;LF-2734;MFG24;0%;174
495;01/04/2014;24/04/2014;AA-2209;MFG24;30%;328
496;01/04/2014;25/04/2014;SL-1814;TB10TS;15%;234
497;01/04/2014;25/04/2014;FB-1107;TB10TS;0%;183
498;01/04/2014;25/04/2014;PS-3554;PHBTV15;30%;156
499;01/04/2014;26/04/2014;FD-1456;MSL24;20%;442
500;01/04/2014;26/04/2014;AB-2639;PHBTV10;30%;121
501;01/04/2014;26/04/2014;LG-1172;MLELCD;30%;65
502;01/04/2014;26/04/2014;ML-1518;PHBTV15;20%;153
503;01/04/2014;26/04/2014;AB-1440;MLELCD;0%;295
504;01/04/2014;27/04/2014;MM-1065;TBFR86;30%;298
505;01/04/2014;27/04/2014;MG-2775;TBFR86;20%;157
506;01/04/2014;27/04/2014;AB-2639;PHBTV10;20%;173
507;01/04/2014;28/04/2014;AR-2734;LPT21;30%;475
508;01/04/2014;28/04/2014;AR-3799;PCA72;10%;63
509;01/04/2014;29/04/2014;MC-2839;TBFR86;15%;489
510;01/04/2014;30/04/2014;FC-2630;BPR34;30%;50
511;01/04/2014;30/04/2014;MM-1065;MLELCD;10%;153
512;01/04/2014;30/04/2014;ML-1518;MSL24;0%;407
513;01/04/2014;30/04/2014;AM-2515;TBFR86;15%;431
514;01/04/2014;30/04/2014;AR-3799;MFG24;0%;424
515;01/04/2014;30/04/2014;LF-2734;PCA72;15%;78
