Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
768;01/04/2014;08/07/2014;AR-3799;MLELCD;30%;338
769;01/04/2014;08/07/2014;PS-3554;NBI3;10%;447
770;01/04/2014;08/07/2014;MT-2537;MFG24;30%;257
771;01/04/2014;09/07/2014;MS-3247;BPR34;15%;246
772;01/04/2014;09/07/2014;MS-3247;PHBTV15;30%;166
773;01/04/2014;09/07/2014;LF-2734;TBFR86;30%;363
774;01/04/2014;09/07/2014;GM-3412;PHBTV15;10%;268
775;01/04/2014;09/07/2014;AB-2664;MSL24;0%;211
776;01/04/2014;09/07/2014;MS-3247;MSL24;30%;227
777;01/04/2014;09/07/2014;AM-2515;PHBTV10;30%;298
778;01/04/2014;10/07/2014;AB-2639;TB10TS;0%;268
779;01/04/2014;10/07/2014;CB-3114;TBFR86;20%;422
780;01/04/2014;10/07/2014;AB-1440;NBI3;20%;156
781;01/04/2014;10/07/2014;AB-1440;PHBTV10;15%;389
782;01/04/2014;10/07/2014;PS-3554;MSL24;10%;320
783;01/04/2014;11/07/2014;AA-2209;TBFR86;20%;188
784;01/04/2014;11/07/2014;FA-3221;TBFR86;30%;178
785;01/04/2014;12/07/2014;AB-1440;MLELCD;15%;204
786;01/04/2014;12/07/2014;AM-2515;TB10TS;10%;445
787;01/04/2014;12/07/2014;AM-2515;PHBTV15;20%;419
788;01/04/2014;12/07/2014;SP-1703;MFG24;15%;422
789;01/04/2014;12/07/2014;CB-3114;BPR34;15%;337
790;01/04/2014;13/07/2014;AB-1440;TB10TS;10%;189
791;01/04/2014;13/07/2014;AB-1440;ERKINDB;20%;193
792;01/04/2014;13/07/2014;PS-3554;MFG24;30%;81
793;01/04/2014;13/07/2014;AA-2209;MFG24;10%;141
794;01/04/2014;13/07/2014;FA-3221;TB10TS;0%;171
795;01/04/2014;14/07/2014;AM-2515;TB10TS;20%;312
796;01/04/2014;14/07/2014;FB-1107;TBFR86;10%;232
797;01/04/2014;15/07/2014;CB-3114;MFG24;20%;200
798;01/04/2014;15/07/2014;AM-2515;MSL24;10%;221
799;01/04/2014;16/07/2014;MT-2537;MFG24;30%;362
800;01/04/2014;17/07/2014;CB-3114;MLELCD;0%;285
801;01/04/2014;17/07/2014;BR-2259;LPT21;10%;449
802;01/04/2014;18/07/2014;MT-2537;LPT21;30%;351
803;01/04/2014;18/07/2014;SP-1703;TBFR86;10%;403
804;01/04/2014;18/07/2014;MT-2537;MLELCD;30%;128
805;01/04/2014;18/07/2014;ML-1518;TB10TS;0%;250
806;01/04/2014;19/07/2014;CB-3114;PHBTV15;15%;226
807;01/04/2014;19/07/2014;AB-1440;MFG24;10%;266
808;01/04/2014;19/07/2014;AB-1440;BPR34;20%;269
809;01/04/2014;20/07/2014;PS-3554;TB10TS;20%;131
810;01/04/2014;20/07/2014;AA-2209;ERKINDB;10%;113
811;01/04/2014;20/07/2014;FA-3221;MFG24;20%;323
812;01/04/2014;21/07/2014;MM-1065;MFG24;30%;151
813;01/04/2014;21/07/2014;AB-2664;TB10TS;0%;406
814;01/04/2014;21/07/2014;AB-2664;TB10TS;10%;395
815;01/04/2014;21/07/2014;FB-1107;PCA72;20%;413
816;01/04/2014;21/07/2014;SP-1703;NBI3;15%;102
817;01/04/2014;21/07/2014;AA-2209;TBFR86;30%;428
818;01/04/2014;22/07/2014;MG-2775;PHBTV10;20%;285
819;01/04/2014;23/07/2014;AA-2209;MLELCD;0%;417
820;01/04/2014;23/07/2014;AR-2734;TBFR86;15%;418
821;01/04/2014;23/07/2014;LG-1172;PCA72;15%;254
822;01/04/2014;23/07/2014;PS-3554;TBFR86;15%;139
823;01/04/2014;23/07/2014;AB-1440;TB10TS;0%;304
824;01/04/2014;24/07/2014;MT-2537;LPT21;15%;391
825;01/04/2014;24/07/2014;AR-3799;MFG24;10%;147
826;01/04/2014;24/07/2014;MM-1065;MSL24;30%;196
827;01/04/2014;24/07/2014;GP-1787;PHBTV10;15%;299
828;01/04/2014;24/07/2014;AB-1440;LPT21;0%;388
829;01/04/2014;24/07/2014;LF-2734;MFG24;15%;204
830;01/04/2014;24/07/2014;AA-2209;MFG24;15%;213
831;01/04/2014;25/07/2014;SL-1814;TB10TS;15%;397
832;01/04/2014;25/07/2014;FB-1107;TB10TS;15%;425
833;01/04/2014;25/07/2014;PS-3554;TBFR86;20%;161
834;01/04/2014;26/07/2014;FD-1456;MLELCD;10%;106
835;01/04/2014;26/07/2014;AB-2639;TB10TS;30%;92
836;01/04/2014;26/07/2014;LG-1172;PHBTV15;15%;335
837;01/04/2014;26/07/2014;ML-1518;MFG24;30%;167
838;01/04/2014;26/07/2014;AB-1440;BPR34;30%;367
839;01/04/2014;27/07/2014;MM-1065;TB10TS;15%;342
840;01/04/2014;27/07/2014;MG-2775;ERKINDB;0%;117
841;01/04/2014;27/07/2014;AB-2639;MFG24;0%;219
842;01/04/2014;28/07/2014;AR-2734;MFG24;0%;217
843;01/04/2014;28/07/2014;AR-3799;TB10TS;10%;113
844;01/04/2014;29/07/2014;MC-2839;TB10TS;15%;174
845;01/04/2014;30/07/2014;FC-2630;BPR34;10%;403
846;01/04/2014;30/07/2014;MM-1065;MLELCD;0%;243
847;01/04/2014;30/07/2014;ML-1518;MSL24;10%;264
848;01/04/2014;30/07/2014;AM-2515;TBFR86;20%;366
849;01/04/2014;30/07/2014;AR-3799;MFG24;20%;343
850;01/04/2014;30/07/2014;LF-2734;PCA72;10%;373
