Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
102;01/01/2014;27/01/2014;MC-2839;LPT21;20%;479
103;01/01/2014;27/01/2014;CB-3114;MFG24;15%;374
104;01/01/2014;27/01/2014;LA-1774;MFG24;0%;293
105;01/01/2014;27/01/2014;GM-3412;PCA72;30%;141
106;01/01/2014;28/01/2014;AA-2209;BPR34;30%;235
107;01/01/2014;28/01/2014;FA-3221;PHBTV10;30%;137
108;01/01/2014;28/01/2014;AB-1440;PHBTV15;20%;263
109;01/01/2014;28/01/2014;GM-3412;BPR34;15%;219
110;01/01/2014;28/01/2014;PS-3554;MFG24;20%;112
111;01/01/2014;28/01/2014;AA-2209;TBFR86;15%;199
112;01/01/2014;29/01/2014;PS-3554;TBFR86;15%;232
113;01/01/2014;29/01/2014;GP-1787;ERKINDB;20%;363
114;01/01/2014;29/01/2014;AB-1440;PHBTV15;15%;219
115;01/01/2014;29/01/2014;AB-2664;MSL24;20%;455
116;01/01/2014;29/01/2014;FC-2630;MLELCD;0%;192
117;01/01/2014;29/01/2014;AB-1440;PCA72;15%;309
118;01/01/2014;29/01/2014;AB-2664;BPR34;0%;248
119;01/01/2014;29/01/2014;LF-2734;TBFR86;0%;176
120;01/01/2014;30/01/2014;AB-2664;LPT21;30%;256
121;01/01/2014;30/01/2014;GM-3412;TBFR86;0%;269
122;01/01/2014;30/01/2014;AB-2664;PHBTV15;20%;93
123;01/01/2014;30/01/2014;LG-1172;TB10TS;10%;376
124;01/01/2014;30/01/2014;PS-3554;TBFR86;15%;456
125;01/01/2014;31/01/2014;AM-2515;NBI3;0%;116
126;01/01/2014;31/01/2014;LF-2734;MSL24;0%;343
127;01/01/2014;31/01/2014;AA-2209;MSL24;10%;351
