Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
1383;01/02/2014;14/12/2014;LF-2734;MLELCD;0%;255
1384;01/02/2014;14/12/2014;AR-3799;NBI3;0%;248
1385;01/02/2014;14/12/2014;AB-1440;TB10TS;0%;299
1386;01/02/2014;14/12/2014;MM-1065;MFG24;0%;318
1387;01/02/2014;15/12/2014;AB-2639;PHBTV15;0%;393
1388;01/02/2014;15/12/2014;FA-3221;MSL24;0%;379
1389;01/02/2014;15/12/2014;ML-1518;PCA72;0%;267
1390;01/02/2014;15/12/2014;ML-1518;PHBTV10;0%;240
1391;01/02/2014;16/12/2014;MT-2537;TBFR86;0%;251
1392;01/02/2014;16/12/2014;FA-3221;PHBTV10;0%;316
1393;01/02/2014;16/12/2014;AM-2515;PHBTV15;0%;342
1394;01/02/2014;17/12/2014;ML-1518;BPR34;0%;331
1395;01/02/2014;17/12/2014;LG-1172;PCA72;0%;255
1396;01/02/2014;17/12/2014;AB-1440;MFG24;0%;233
1397;01/02/2014;17/12/2014;AB-1440;TBFR86;0%;327
1398;01/02/2014;18/12/2014;AM-2515;BPR34;0%;286
1399;01/02/2014;18/12/2014;MT-2537;TB10TS;0%;247
1400;01/02/2014;18/12/2014;GM-3412;ERKINDB;0%;357
1401;01/02/2014;18/12/2014;FD-1456;TB10TS;0%;376
1402;01/02/2014;18/12/2014;AB-2639;PHBTV15;0%;382
1403;01/02/2014;18/12/2014;FB-1107;TB10TS;0%;232
1404;01/02/2014;18/12/2014;FZ-1836;LPT21;0%;398
1405;01/02/2014;18/12/2014;FB-1107;MLELCD;0%;387
1406;01/02/2014;18/12/2014;MT-2537;LPT21;0%;238
1407;01/02/2014;18/12/2014;SP-1703;TBFR86;0%;310
1408;01/02/2014;18/12/2014;LG-1172;TB10TS;0%;317
1409;01/02/2014;18/12/2014;FB-2864;BPR34;0%;324
1410;01/02/2014;18/12/2014;SL-1814;MSL24;0%;266
1411;01/02/2014;18/12/2014;CB-3114;PHBTV15;0%;324
1412;01/02/2014;18/12/2014;MT-2537;MLELCD;0%;210
1413;01/02/2014;18/12/2014;BR-2259;BPR34;0%;333
1414;01/02/2014;19/12/2014;PS-3554;MSL24;0%;360
1415;01/02/2014;19/12/2014;PS-3554;MLELCD;0%;400
1416;01/02/2014;19/12/2014;PS-3554;ERKINDB;0%;237
1417;01/02/2014;19/12/2014;FA-3221;PHBTV15;0%;237
1418;01/02/2014;19/12/2014;AB-2639;TBFR86;0%;322
1419;01/02/2014;19/12/2014;LF-2734;PHBTV10;0%;252
1420;01/02/2014;19/12/2014;AR-3799;ERKINDB;0%;254
1421;01/02/2014;20/12/2014;AB-1440;LPT21;0%;361
1422;01/02/2014;20/12/2014;MM-1065;PHBTV15;0%;272
1423;01/02/2014;21/12/2014;AB-2639;NBI3;0%;271
1424;01/02/2014;21/12/2014;FA-3221;NBI3;0%;250
1425;01/02/2014;21/12/2014;ML-1518;PHBTV10;0%;351
1426;01/02/2014;21/12/2014;ML-1518;TBFR86;0%;371
1427;01/02/2014;21/12/2014;MT-2537;PHBTV15;0%;339
1428;01/02/2014;21/12/2014;FA-3221;LPT21;0%;327
1429;01/02/2014;21/12/2014;AM-2515;MFG24;0%;247
1430;01/02/2014;22/12/2014;FB-1107;PCA72;0%;231
1431;01/02/2014;22/12/2014;FZ-1836;MFG24;0%;276
1432;01/02/2014;22/12/2014;FB-1107;PHBTV15;0%;274
1433;01/02/2014;22/12/2014;MT-2537;TB10TS;0%;290
1434;01/02/2014;22/12/2014;SP-1703;LPT21;0%;272
1435;01/02/2014;22/12/2014;LG-1172;MLELCD;0%;297
1436;01/02/2014;22/12/2014;FB-2864;LPT21;0%;219
1437;01/02/2014;23/12/2014;SL-1814;TB10TS;0%;252
1438;01/02/2014;23/12/2014;CB-3114;PHBTV10;0%;311
1439;01/02/2014;23/12/2014;MT-2537;MLELCD;0%;303
1440;01/02/2014;23/12/2014;BR-2259;TBFR86;0%;232
1441;01/02/2014;24/12/2014;PS-3554;MFG24;0%;221
1442;01/02/2014;24/12/2014;PS-3554;PHBTV15;0%;372
1443;01/02/2014;24/12/2014;PS-3554;PCA72;0%;283
1444;01/02/2014;24/12/2014;FA-3221;TBFR86;0%;340
1445;01/02/2014;24/12/2014;AB-2639;TB10TS;0%;386
1446;01/02/2014;25/12/2014;LF-2734;BPR34;0%;272
1447;01/02/2014;25/12/2014;AR-3799;MSL24;0%;275
1448;01/02/2014;25/12/2014;AB-1440;PHBTV15;0%;256
1449;01/02/2014;25/12/2014;MM-1065;MLELCD;0%;250
1450;01/02/2014;25/12/2014;AB-2639;BPR34;0%;217
1451;01/02/2014;25/12/2014;FA-3221;MSL24;0%;273
1452;01/02/2014;26/12/2014;ML-1518;MLELCD;0%;219
1453;01/02/2014;26/12/2014;ML-1518;ERKINDB;0%;322
1454;01/02/2014;26/12/2014;MT-2537;PHBTV15;0%;333
1455;01/02/2014;26/12/2014;ML-1518;TBFR86;0%;326
1456;01/02/2014;26/12/2014;BR-2259;PHBTV10;0%;334
1457;01/02/2014;27/12/2014;AB-2639;ERKINDB;0%;303
1458;01/02/2014;27/12/2014;AB-2639;LPT21;0%;270
1459;01/02/2014;27/12/2014;BR-2259;LPT21;0%;283
1460;01/02/2014;28/12/2014;FB-1107;NBI3;0%;225
1461;01/02/2014;28/12/2014;AB-1440;MLELCD;0%;371
1462;01/02/2014;28/12/2014;SP-1703;MFG24;0%;230
1463;01/02/2014;28/12/2014;MM-1065;PCA72;0%;218
1464;01/02/2014;28/12/2014;GM-3412;MLELCD;0%;375
1465;01/02/2014;28/12/2014;AA-2209;TB10TS;0%;387
