Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
1212;01/02/2014;10/11/2014;FA-3221;PCA72;5%;305
1213;01/02/2014;10/11/2014;AB-2639;TBFR86;5%;251
1214;01/02/2014;10/11/2014;LF-2734;TB10TS;5%;257
1215;01/02/2014;10/11/2014;AR-3799;BPR34;5%;301
1216;01/02/2014;11/11/2014;AB-1440;MSL24;5%;270
1217;01/02/2014;11/11/2014;MM-1065;PHBTV15;10%;379
1218;01/02/2014;11/11/2014;AB-2639;MLELCD;10%;286
1219;01/02/2014;11/11/2014;FA-3221;BPR34;10%;389
1220;01/02/2014;11/11/2014;ML-1518;MSL24;10%;307
1221;01/02/2014;12/11/2014;ML-1518;MLELCD;0%;364
1222;01/02/2014;12/11/2014;MT-2537;ERKINDB;5%;290
1223;01/02/2014;12/11/2014;FA-3221;PHBTV15;10%;264
1224;01/02/2014;13/11/2014;AM-2515;TBFR86;0%;380
1225;01/02/2014;13/11/2014;ML-1518;PHBTV10;10%;227
1226;01/02/2014;13/11/2014;LG-1172;ERKINDB;5%;218
1227;01/02/2014;13/11/2014;AB-1440;LPT21;5%;243
1228;01/02/2014;13/11/2014;AB-1440;MLELCD;5%;224
1229;01/02/2014;13/11/2014;AM-2515;TBFR86;5%;369
1230;01/02/2014;13/11/2014;MT-2537;PHBTV15;5%;255
1231;01/02/2014;13/11/2014;GM-3412;MFG24;0%;288
1232;01/02/2014;14/11/2014;FD-1456;ERKINDB;0%;331
1233;01/02/2014;14/11/2014;AB-2639;PHBTV15;10%;242
1234;01/02/2014;14/11/2014;FB-1107;LPT21;5%;214
1235;01/02/2014;14/11/2014;FZ-1836;MSL24;5%;389
1236;01/02/2014;14/11/2014;FB-1107;TBFR86;0%;331
1237;01/02/2014;14/11/2014;MT-2537;MLELCD;10%;336
1238;01/02/2014;14/11/2014;SP-1703;NBI3;0%;271
1239;01/02/2014;14/11/2014;LG-1172;TB10TS;0%;215
1240;01/02/2014;14/11/2014;LA-1774;MFG24;10%;242
1241;01/02/2014;15/11/2014;FA-3221;BPR34;5%;276
1242;01/02/2014;15/11/2014;ML-1518;MSL24;10%;396
1243;01/02/2014;15/11/2014;ML-1518;MFG24;10%;352
1244;01/02/2014;15/11/2014;MT-2537;TBFR86;0%;269
1245;01/02/2014;16/11/2014;FA-3221;BPR34;10%;350
1246;01/02/2014;16/11/2014;AM-2515;TB10TS;5%;271
1247;01/02/2014;16/11/2014;ML-1518;ERKINDB;0%;395
1248;01/02/2014;17/11/2014;LG-1172;TB10TS;0%;345
1249;01/02/2014;17/11/2014;AB-1440;PHBTV15;0%;208
1250;01/02/2014;17/11/2014;AB-1440;TB10TS;5%;398
1251;01/02/2014;17/11/2014;AM-2515;LPT21;0%;344
1252;01/02/2014;18/11/2014;MT-2537;MLELCD;10%;288
1253;01/02/2014;18/11/2014;GM-3412;LPT21;5%;304
1254;01/02/2014;18/11/2014;FD-1456;TB10TS;5%;345
1255;01/02/2014;18/11/2014;AB-2639;PHBTV10;5%;290
1256;01/02/2014;18/11/2014;FB-1107;MLELCD;5%;214
1257;01/02/2014;18/11/2014;FZ-1836;TBFR86;0%;370
1258;01/02/2014;18/11/2014;FB-1107;MFG24;5%;393
1259;01/02/2014;18/11/2014;MT-2537;PHBTV15;10%;241
1260;01/02/2014;18/11/2014;SP-1703;PCA72;10%;307
1261;01/02/2014;18/11/2014;LG-1172;TBFR86;0%;323
1262;01/02/2014;18/11/2014;LA-1774;TB10TS;0%;268
1263;01/02/2014;18/11/2014;FB-2864;BPR34;5%;281
1264;01/02/2014;18/11/2014;SL-1814;MSL24;10%;388
1265;01/02/2014;18/11/2014;CB-3114;PHBTV15;0%;202
1266;01/02/2014;18/11/2014;MT-2537;MLELCD;0%;389
1267;01/02/2014;18/11/2014;BR-2259;BPR34;10%;365
1268;01/02/2014;19/11/2014;PS-3554;MSL24;10%;273
1269;01/02/2014;19/11/2014;LG-1172;MLELCD;5%;327
1270;01/02/2014;19/11/2014;FZ-1836;ERKINDB;5%;287
1271;01/02/2014;19/11/2014;AB-2639;PHBTV15;5%;214
1272;01/02/2014;19/11/2014;FA-3221;TBFR86;0%;336
1273;01/02/2014;19/11/2014;LF-2734;PHBTV10;5%;285
1274;01/02/2014;19/11/2014;MM-1065;ERKINDB;10%;388
1275;01/02/2014;20/11/2014;FD-1456;LPT21;10%;372
1276;01/02/2014;20/11/2014;FA-3221;PHBTV15;5%;259
1277;01/02/2014;21/11/2014;AB-2639;NBI3;0%;204
1278;01/02/2014;21/11/2014;ML-1518;NBI3;10%;204
1279;01/02/2014;21/11/2014;MS-3247;PHBTV10;5%;306
1280;01/02/2014;21/11/2014;AA-2209;TBFR86;5%;381
1281;01/02/2014;21/11/2014;AB-1440;PHBTV15;10%;263
1282;01/02/2014;21/11/2014;MC-2839;LPT21;5%;348
1283;01/02/2014;21/11/2014;MM-1065;MFG24;5%;222
1284;01/02/2014;22/11/2014;CB-3114;PCA72;5%;379
1285;01/02/2014;22/11/2014;FA-3221;MFG24;0%;352
1286;01/02/2014;22/11/2014;AA-2209;PHBTV15;0%;385
1287;01/02/2014;22/11/2014;SP-1703;TB10TS;10%;235
1288;01/02/2014;22/11/2014;LG-1172;LPT21;0%;224
1289;01/02/2014;22/11/2014;MS-3958;MLELCD;0%;305
1290;01/02/2014;22/11/2014;LG-1172;LPT21;10%;239
1291;01/02/2014;23/11/2014;AB-1440;TB10TS;5%;309
1292;01/02/2014;23/11/2014;MT-2537;PHBTV10;5%;273
1293;01/02/2014;23/11/2014;FC-2630;MLELCD;0%;244
1294;01/02/2014;23/11/2014;MM-1065;TBFR86;10%;396
1295;01/02/2014;24/11/2014;ML-1518;MFG24;5%;229
1296;01/02/2014;24/11/2014;FC-2630;PHBTV15;0%;364
1297;01/02/2014;24/11/2014;MM-1065;PCA72;5%;339
1298;01/02/2014;24/11/2014;FB-1107;TBFR86;10%;385
1299;01/02/2014;24/11/2014;BR-2259;TB10TS;0%;274
1300;01/02/2014;25/11/2014;MG-2775;BPR34;10%;235
1301;01/02/2014;25/11/2014;MT-2537;MSL24;10%;254
1302;01/02/2014;25/11/2014;BR-2259;PHBTV15;10%;363
1303;01/02/2014;25/11/2014;BR-2259;MLELCD;0%;217
1304;01/02/2014;25/11/2014;PS-3554;BPR34;5%;217
1305;01/02/2014;25/11/2014;SP-1703;MSL24;10%;212
1306;01/02/2014;26/11/2014;AB-2639;MLELCD;10%;286
1307;01/02/2014;26/11/2014;LF-2734;ERKINDB;0%;201
1308;01/02/2014;26/11/2014;AB-2639;PHBTV15;5%;224
1309;01/02/2014;26/11/2014;ML-1518;TBFR86;10%;389
1310;01/02/2014;26/11/2014;BR-2259;PHBTV10;0%;277
1311;01/02/2014;27/11/2014;AB-2639;ERKINDB;5%;396
1312;01/02/2014;27/11/2014;AB-2639;LPT21;10%;328
1313;01/02/2014;27/11/2014;BR-2259;LPT21;5%;321
1314;01/02/2014;28/11/2014;FB-1107;NBI3;10%;368
1315;01/02/2014;28/11/2014;AB-1440;MLELCD;10%;370
1316;01/02/2014;28/11/2014;SP-1703;MFG24;10%;282
1317;01/02/2014;28/11/2014;MM-1065;PCA72;0%;306
1318;01/02/2014;28/11/2014;GM-3412;MLELCD;5%;358
1319;01/02/2014;28/11/2014;AA-2209;TB10TS;0%;350
