Transizione_ID;Data di Stoccaggio;Data Transizione;Negozio_ID;Prodotto_ID;Sconto;Unità Vendute
313;01/03/2014;10/03/2014;GM-3412;TBFR86;10%;184
314;01/03/2014;10/03/2014;AB-2664;PHBTV10;10%;161
315;01/03/2014;10/03/2014;AB-2639;LPT21;0%;191
316;01/03/2014;11/03/2014;GM-3412;TBFR86;30%;255
317;01/03/2014;11/03/2014;ML-1518;TBFR86;10%;181
318;01/03/2014;11/03/2014;FA-3221;BPR34;20%;406
319;01/03/2014;11/03/2014;AA-2209;BPR34;10%;88
320;01/03/2014;11/03/2014;AR-3799;MSL24;30%;432
321;01/03/2014;12/03/2014;AR-3799;LPT21;10%;362
322;01/03/2014;12/03/2014;LF-2734;BPR34;0%;234
323;01/03/2014;12/03/2014;AM-2515;PHBTV15;10%;355
324;01/03/2014;12/03/2014;FV-3212;MLELCD;10%;370
325;01/03/2014;13/03/2014;MM-1065;PHBTV15;15%;265
326;01/03/2014;13/03/2014;LF-2734;PHBTV10;0%;389
327;01/03/2014;13/03/2014;LG-1172;MSL24;15%;465
328;01/03/2014;13/03/2014;FD-1456;TBFR86;0%;226
329;01/03/2014;13/03/2014;MS-3958;PHBTV15;15%;91
330;01/03/2014;14/03/2014;MC-2839;ERKINDB;15%;178
331;01/03/2014;14/03/2014;MM-1065;BPR34;20%;412
332;01/03/2014;14/03/2014;FB-1107;BPR34;0%;320
333;01/03/2014;14/03/2014;AA-2209;BPR34;15%;215
334;01/03/2014;14/03/2014;AB-2664;TB10TS;20%;361
335;01/03/2014;14/03/2014;CB-3114;TB10TS;15%;266
336;01/03/2014;14/03/2014;SL-1814;LPT21;10%;287
337;01/03/2014;15/03/2014;AB-2664;MLELCD;20%;348
338;01/03/2014;15/03/2014;BR-2259;PHBTV10;15%;268
339;01/03/2014;15/03/2014;PS-3554;MFG24;30%;474
340;01/03/2014;16/03/2014;BR-2259;MFG24;15%;452
341;01/03/2014;16/03/2014;ML-1518;MFG24;15%;241
342;01/03/2014;16/03/2014;AB-1440;PHBTV10;10%;172
343;01/03/2014;16/03/2014;AB-1440;PHBTV10;30%;362
344;01/03/2014;16/03/2014;CB-3114;PHBTV15;15%;391
345;01/03/2014;16/03/2014;AM-2515;TBFR86;15%;318
346;01/03/2014;16/03/2014;FA-3221;LPT21;0%;208
347;01/03/2014;17/03/2014;GM-3412;MFG24;20%;420
348;01/03/2014;17/03/2014;PS-3554;MLELCD;20%;386
349;01/03/2014;17/03/2014;MG-2775;MLELCD;30%;101
350;01/03/2014;18/03/2014;LF-2734;LPT21;10%;158
351;01/03/2014;18/03/2014;FB-1107;MFG24;15%;351
352;01/03/2014;18/03/2014;SP-1703;MLELCD;15%;290
353;01/03/2014;18/03/2014;AM-2515;PHBTV15;20%;264
354;01/03/2014;19/03/2014;LA-1774;PHBTV15;15%;265
355;01/03/2014;19/03/2014;SP-1703;PHBTV15;15%;76
356;01/03/2014;19/03/2014;MM-1065;PHBTV15;0%;120
357;01/03/2014;20/03/2014;PS-3554;MSL24;0%;396
358;01/03/2014;20/03/2014;FA-3221;MFG24;20%;156
359;01/03/2014;20/03/2014;AR-2734;MFG24;10%;80
360;01/03/2014;21/03/2014;AM-2515;LPT21;15%;127
361;01/03/2014;21/03/2014;AM-2515;TBFR86;10%;455
362;01/03/2014;22/03/2014;AB-1440;PCA72;0%;96
363;01/03/2014;22/03/2014;AA-2209;PHBTV15;20%;281
364;01/03/2014;22/03/2014;SP-1703;TB10TS;15%;277
365;01/03/2014;22/03/2014;AR-2734;TB10TS;30%;109
366;01/03/2014;22/03/2014;AR-2734;TB10TS;10%;140
367;01/03/2014;23/03/2014;MM-1065;PHBTV10;0%;331
368;01/03/2014;23/03/2014;MT-2537;PHBTV10;20%;496
369;01/03/2014;23/03/2014;AR-2734;TBFR86;10%;286
370;01/03/2014;24/03/2014;AB-1440;TB10TS;30%;249
371;01/03/2014;24/03/2014;GM-3412;PCA72;0%;255
372;01/03/2014;24/03/2014;LF-2734;TBFR86;0%;344
373;01/03/2014;24/03/2014;MG-2775;PHBTV15;10%;331
374;01/03/2014;24/03/2014;MM-1065;NBI3;10%;333
375;01/03/2014;25/03/2014;BR-2259;LPT21;0%;264
376;01/03/2014;25/03/2014;PS-3554;TBFR86;20%;349
377;01/03/2014;25/03/2014;MG-2775;MLELCD;20%;393
378;01/03/2014;25/03/2014;PS-3554;MSL24;10%;498
379;01/03/2014;25/03/2014;SL-1814;BPR34;0%;251
380;01/03/2014;25/03/2014;SL-1814;MFG24;20%;363
381;01/03/2014;25/03/2014;FV-3212;MLELCD;30%;290
382;01/03/2014;26/03/2014;MG-2775;PHBTV15;0%;387
383;01/03/2014;26/03/2014;FD-1456;MFG24;15%;421
384;01/03/2014;26/03/2014;GM-3412;MFG24;20%;444
385;01/03/2014;26/03/2014;AB-1440;TBFR86;30%;273
386;01/03/2014;27/03/2014;MM-1065;MFG24;20%;462
387;01/03/2014;27/03/2014;BR-2259;PHBTV10;10%;288
388;01/03/2014;27/03/2014;AB-1440;MLELCD;0%;412
389;01/03/2014;27/03/2014;LF-2734;MFG24;15%;350
390;01/03/2014;27/03/2014;FB-1107;TB10TS;30%;422
391;01/03/2014;27/03/2014;AR-3799;TBFR86;30%;52
392;01/03/2014;27/03/2014;GP-1787;TBFR86;30%;364
393;01/03/2014;27/03/2014;MM-1065;PHBTV15;30%;307
394;01/03/2014;28/03/2014;FD-1456;MFG24;20%;212
395;01/03/2014;28/03/2014;LA-1774;TBFR86;20%;422
396;01/03/2014;28/03/2014;SP-1703;MLELCD;20%;492
397;01/03/2014;29/03/2014;MS-3958;MFG24;20%;453
398;01/03/2014;29/03/2014;ML-1518;MSL24;10%;259
399;01/03/2014;29/03/2014;AR-2734;TB10TS;30%;345
400;01/03/2014;29/03/2014;PS-3554;TB10TS;15%;248
401;01/03/2014;30/03/2014;MC-2839;TB10TS;30%;60
402;01/03/2014;31/03/2014;GM-3412;MLELCD;15%;86
403;01/03/2014;31/03/2014;AA-2209;NBI3;10%;428
